"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"g__Emergencia"	"Treatment"	"FMT"	"TreatmentFMT"	1.51263588592151	0	0.820020744224367	0.065091198737627	0.3329665166194	0.096233258789318	0.345564883834369	NA	"prevalence"	48	10
"g__Parasutterella_564865"	"Treatment"	"FMT"	"TreatmentFMT"	3.76682295488891	0	2.01971166429313	0.0621771916373102	0.3329665166194	0.120488380114718	0.369946356874042	NA	"prevalence"	48	41
"g__Thomasclavelia"	"Treatment"	"FMT"	"TreatmentFMT"	1.51263588592151	0	0.820020744224367	0.065091198737627	0.3329665166194	0.125945533322153	0.369946356874042	NA	"prevalence"	48	10
"g__Dubosiella"	"Treatment"	"FMT"	"TreatmentFMT"	1.57577626685757	-0.635531497930442	1.11512487223261	0.0734021282786916	0.351678405876764	0.020032578134023	0.14126049785687	NA	"abundance"	48	33
"g__Adlercreutzia_A_404260"	"Treatment"	"FMT"	"TreatmentFMT"	3.65241250422119	0	2.09985104764685	0.0819701547532306	0.351678405876764	0.0819701547532306	0.308363915500249	NA	"prevalence"	48	7
"g__CAG-314"	"Treatment"	"FMT"	"TreatmentFMT"	1.26921085219508	0	0.726343433454508	0.0805683744634988	0.351678405876764	0.154645485963307	0.412378426115764	NA	"prevalence"	48	12
"g__Eubacterium_R"	"Treatment"	"FMT"	"TreatmentFMT"	3.65241250422119	0	2.09985104764685	0.0819701547532307	0.351678405876764	0.0819701547532307	0.308363915500249	NA	"prevalence"	48	7
"g__Romboutsia_E"	"Treatment"	"FMT"	"TreatmentFMT"	-3.55841628868618	0	2.02430257868101	0.0787733714654027	0.351678405876764	0.0787733714654027	0.308363915500249	NA	"prevalence"	48	6
"g__Borkfalkia"	"Treatment"	"FMT"	"TreatmentFMT"	-2.732245702463	-0.635531497930442	1.09425926889797	0.103490805789163	0.382341032498853	0.196271264695436	0.413098029102986	NA	"abundance"	48	8
"g__Enterocloster"	"Treatment"	"FMT"	"TreatmentFMT"	2.00223633239864	-0.635531497930442	0.243832559042309	0.0992741362848797	0.382341032498853	0.188692918434651	0.413098029102986	NA	"abundance"	48	3
"g__Faecalibaculum"	"Treatment"	"FMT"	"TreatmentFMT"	2.70778328113324	-0.635531497930442	1.80033133052486	0.0944299839998458	0.382341032498853	0.0154664234350074	0.14126049785687	NA	"abundance"	48	16
"g__Merdibacter"	"Treatment"	"FMT"	"TreatmentFMT"	3.45090568152998	0	2.10440769601808	0.101037078459332	0.382341032498853	0.101037078459332	0.34704039992553	NA	"prevalence"	48	6
"g__Romboutsia_B"	"Treatment"	"FMT"	"TreatmentFMT"	1.11553591447757	0	0.671445713254949	0.096634331540463	0.382341032498853	0.183930469048654	0.413098029102986	NA	"prevalence"	48	14
"g__Ligilactobacillus"	"Treatment"	"FMT"	"TreatmentFMT"	1.0111581545362	0	0.636090647728659	0.111914905467105	0.402288714246622	0.211304864868499	0.413098029102986	NA	"prevalence"	48	16
"g__CAG-314"	"Treatment"	"FMT"	"TreatmentFMT"	1.46459474710032	-0.635531497930442	1.14642176750391	0.119217160378111	0.40656108539202	0.154645485963307	0.412378426115764	NA	"abundance"	48	12
"g__Terrisporobacter"	"Treatment"	"FMT"	"TreatmentFMT"	-1.31490920860396	0	0.838844963731903	0.116992373473773	0.40656108539202	0.220297531496519	0.414369166386309	NA	"prevalence"	48	8
"g__Akkermansia"	"Treatment"	"FMT"	"TreatmentFMT"	3.06220618362525	0	2.04141524177786	0.133603830264474	0.41770304965366	0.0382048363925544	0.199875426586256	NA	"prevalence"	48	44
"g__Anaerocolumna"	"Treatment"	"FMT"	"TreatmentFMT"	-3.06220618362525	0	2.04141524177786	0.133603830264474	0.41770304965366	0.133603830264474	0.376953663960481	NA	"prevalence"	48	4
"g__MD308"	"Treatment"	"FMT"	"TreatmentFMT"	3.22625215160471	0	2.11100316287485	0.126437362475938	0.41770304965366	0.126437362475938	0.369946356874042	NA	"prevalence"	48	5
"g__Porcincola"	"Treatment"	"FMT"	"TreatmentFMT"	1.09525474140513	0	0.73286047841541	0.135046850639905	0.41770304965366	0.251856049412053	0.462712276826796	NA	"prevalence"	48	11
"g__Laedolimicola"	"Treatment"	"FMT"	"TreatmentFMT"	-2.66306783102154	-0.635531497930442	1.38591958494862	0.159200304633424	0.448374538732937	0.109216789469027	0.359505265335546	NA	"abundance"	48	15
"g__Schaedlerella"	"Treatment"	"FMT"	"TreatmentFMT"	-1.69531963664832	-0.635531497930442	0.646081602895889	0.149648488506522	0.448374538732937	0.276902306900757	0.486117383225773	NA	"abundance"	48	10
"g__Clostridium_J"	"Treatment"	"FMT"	"TreatmentFMT"	-0.915929972362669	0	0.646461906573565	0.156531121219176	0.448374538732937	0.28856025052822	0.490358756256569	NA	"prevalence"	48	14
"g__Hominilimicola"	"Treatment"	"FMT"	"TreatmentFMT"	2.96723097161485	0	2.1209980222705	0.161819382399857	0.448374538732937	0.161819382399857	0.412378426115764	NA	"prevalence"	48	4
"g__Petralouisia"	"Treatment"	"FMT"	"TreatmentFMT"	2.96723097161485	0	2.1209980222705	0.161819382399857	0.448374538732937	0.161819382399857	0.412378426115764	NA	"prevalence"	48	4
"g__Dysosmobacter"	"Treatment"	"FMT"	"TreatmentFMT"	1.3819133859617	-0.635531497930442	1.10383990403566	0.165821703912379	0.450087482047885	0.304146570336353	0.490358756256569	NA	"abundance"	48	6
"f__Oscillospiraceae_88309 Family"	"Treatment"	"FMT"	"TreatmentFMT"	0.485772175923115	-0.635531497930442	0.595055200760256	0.17954236966424	0.458663199109867	0.326849276823829	0.50629593860946	NA	"abundance"	48	7
"g__Borkfalkia"	"Treatment"	"FMT"	"TreatmentFMT"	1.12577138486259	0	0.839697724045856	0.180022266383942	0.458663199109867	0.196271264695436	0.413098029102986	NA	"prevalence"	48	8
"g__Cellulosilyticum"	"Treatment"	"FMT"	"TreatmentFMT"	-2.74251544118369	0	2.05854744411834	0.182775560547541	0.458663199109867	0.182775560547541	0.413098029102986	NA	"prevalence"	48	3
"g__Lachnoclostridium_A_184689"	"Treatment"	"FMT"	"TreatmentFMT"	-1.44489892026258	0	1.0594094495635	0.172607844120031	0.458663199109867	0.315422220388296	0.498367108213508	NA	"prevalence"	48	5
"g__Lacrimispora"	"Treatment"	"FMT"	"TreatmentFMT"	-3.18771853455655	-0.635531497930442	1.8628028457463	0.204044242060367	0.467446265345213	0.366454431402744	0.538175199502305	NA	"abundance"	48	9
"g__Romboutsia_D_247318"	"Treatment"	"FMT"	"TreatmentFMT"	-4.29380325268397	-0.635531497930442	1.98247013283675	0.203217421268568	0.467446265345213	0.365137522230089	0.538175199502305	NA	"abundance"	48	4
"f__Acutalibacteraceae Family"	"Treatment"	"FMT"	"TreatmentFMT"	2.6537559136029	0	2.13740732463906	0.214392648015474	0.467446265345213	0.214392648015474	0.413098029102986	NA	"prevalence"	48	3
"g__Acutalibacter"	"Treatment"	"FMT"	"TreatmentFMT"	2.6537559136029	0	2.13740732463906	0.214392648015474	0.467446265345213	0.214392648015474	0.413098029102986	NA	"prevalence"	48	3
"g__Clostridium_F"	"Treatment"	"FMT"	"TreatmentFMT"	-1.08385173611357	0	0.85502538186028	0.204931821832157	0.467446265345213	0.367866592064867	0.538175199502305	NA	"prevalence"	48	7
"g__Hominisplanchenecus_A"	"Treatment"	"FMT"	"TreatmentFMT"	2.6537559136029	0	2.13740732463906	0.214392648015473	0.467446265345213	0.214392648015473	0.413098029102986	NA	"prevalence"	48	3
"g__Kineothrix"	"Treatment"	"FMT"	"TreatmentFMT"	2.6537559136029	0	2.13740732463906	0.214392648015473	0.467446265345213	0.214392648015473	0.413098029102986	NA	"prevalence"	48	3
"g__Solibaculum"	"Treatment"	"FMT"	"TreatmentFMT"	2.6537559136029	0	2.13740732463906	0.214392648015474	0.467446265345213	0.214392648015474	0.413098029102986	NA	"prevalence"	48	3
"g__Anaerosporobacter"	"Treatment"	"FMT"	"TreatmentFMT"	2.72256619540922	-0.635531497930442	2.15057936895718	0.226677207260411	0.484237844263215	0.401971858229442	0.572945207151096	NA	"abundance"	48	5
"g__Lientehia"	"Treatment"	"FMT"	"TreatmentFMT"	1.27961842265888	0	1.06460249600017	0.229375820966786	0.484237844263215	0.406138374689385	0.572945207151096	NA	"prevalence"	48	5
"f__UBA1242 Family"	"Treatment"	"FMT"	"TreatmentFMT"	5.26442090671168	-0.635531497930442	2.4324106385257	0.253824713710913	0.516555541057145	0.443222442131399	0.608795256222432	NA	"abundance"	48	3
"g__Ligilactobacillus"	"Treatment"	"FMT"	"TreatmentFMT"	-2.31723069118553	-0.635531497930442	1.44724192164836	0.251143731235716	0.516555541057145	0.211304864868499	0.413098029102986	NA	"abundance"	48	16
"g__Lawsonibacter"	"Treatment"	"FMT"	"TreatmentFMT"	0.775563998965172	0	0.683259563737182	0.256335832404297	0.516555541057145	0.446963605834191	0.608795256222432	NA	"prevalence"	48	12
"g__Bacteroides_H_857956"	"Treatment"	"FMT"	"TreatmentFMT"	-0.188159974958718	-0.635531497930442	0.0856872194900433	0.266368889449832	0.520986210247464	0.461785393632926	0.61832281520341	NA	"abundance"	48	47
"g__Klebsiella_724518"	"Treatment"	"FMT"	"TreatmentFMT"	-2.3251342359351	0	2.09120092451825	0.266195968970404	0.520986210247464	0.266195968970404	0.477942762469589	NA	"prevalence"	48	2
"f__Lachnospiraceae Family"	"Treatment"	"FMT"	"TreatmentFMT"	0.592354222861332	-0.635531497930442	1.02349035572425	0.294384067452367	0.544298691165974	0.502106155734935	0.650268627919014	NA	"abundance"	48	16
"g__Bifidobacterium_388775"	"Treatment"	"FMT"	"TreatmentFMT"	-1.33089277281831	-0.635531497930442	0.658695815505542	0.290383673593673	0.544298691165974	0.496444669297589	0.650268627919014	NA	"abundance"	48	24
"g__Lysinibacillus_304693"	"Treatment"	"FMT"	"TreatmentFMT"	2.2435070800822	0	2.16847084875954	0.300854215684411	0.544298691165974	0.300854215684411	0.490358756256569	NA	"prevalence"	48	2
"g__Paenibacillus_A"	"Treatment"	"FMT"	"TreatmentFMT"	-1.12520817782101	0	1.09205758646111	0.302842880799113	0.544298691165974	0.513971951147521	0.654899744204099	NA	"prevalence"	48	4
"g__Romboutsia_D_247318"	"Treatment"	"FMT"	"TreatmentFMT"	-1.12520817782101	0	1.09205758646111	0.302842880799113	0.544298691165974	0.365137522230089	0.538175199502305	NA	"prevalence"	48	4
"g__UBA5905"	"Treatment"	"FMT"	"TreatmentFMT"	2.2435070800822	0	2.16847084875953	0.30085421568441	0.544298691165974	0.30085421568441	0.490358756256569	NA	"prevalence"	48	2
"f__Lachnospiraceae Family"	"Treatment"	"FMT"	"TreatmentFMT"	0.619325809414969	0	0.617465642238415	0.31585478958928	0.560115826871657	0.502106155734935	0.650268627919014	NA	"prevalence"	48	16
"g__Parasutterella_564865"	"Treatment"	"FMT"	"TreatmentFMT"	-0.113386513000596	-0.635531497930442	0.331255698830807	0.322784120284749	0.56487221049831	0.120488380114718	0.369946356874042	NA	"abundance"	48	41
"g__Lachnotalea"	"Treatment"	"FMT"	"TreatmentFMT"	-0.818699103543035	0	0.879338462986179	0.351832978686774	0.607711508640791	0.579879512481939	0.72715049977894	NA	"prevalence"	48	6
"g__Lachnotalea"	"Treatment"	"FMT"	"TreatmentFMT"	2.70557028399079	-0.635531497930442	3.27985378242507	0.375618676905916	0.629160256214531	0.579879512481939	0.72715049977894	NA	"abundance"	48	6
"g__Pandoraea"	"Treatment"	"FMT"	"TreatmentFMT"	0.96614336464693	0	1.09693023270606	0.378442259377162	0.629160256214531	0.613665975071833	0.741947605629523	NA	"prevalence"	48	4
"g__Stenotrophomonas_A_615274"	"Treatment"	"FMT"	"TreatmentFMT"	0.96614336464693	0	1.09693023270606	0.378442259377162	0.629160256214531	0.613665975071833	0.741947605629523	NA	"prevalence"	48	4
"f__Peptostreptococcaceae_256921 Family"	"Treatment"	"FMT"	"TreatmentFMT"	-0.673602902553138	0	0.772858201719275	0.383440969302348	0.6296006039162	0.619854961665171	0.741947605629523	NA	"prevalence"	48	8
"g__Schaedlerella"	"Treatment"	"FMT"	"TreatmentFMT"	-0.591185317072994	0	0.707126208434874	0.40313278107602	0.653861705891593	0.276902306900757	0.486117383225773	NA	"prevalence"	48	10
"g__Lactobacillus"	"Treatment"	"FMT"	"TreatmentFMT"	0.919019169997921	-0.635531497930442	1.84204476934201	0.438149765453213	0.685575515356204	0.0288644788140725	0.162878130450838	NA	"abundance"	48	15
"g__Bacteroides_H_857956"	"Treatment"	"FMT"	"TreatmentFMT"	1.6876125458307	0	2.17513570523207	0.437828460655405	0.685575515356204	0.461785393632926	0.61832281520341	NA	"prevalence"	48	47
"g__C-19"	"Treatment"	"FMT"	"TreatmentFMT"	0.510411366393973	0	0.651671463919957	0.43348960519042	0.685575515356204	0.0594631337236444	0.260977086898217	NA	"prevalence"	48	13
"g__COE1"	"Treatment"	"FMT"	"TreatmentFMT"	0.642096674945939	0	0.880450674756395	0.46582928756238	0.705248684911285	0.714661649973886	0.831199026281074	NA	"prevalence"	48	6
"g__Dysosmobacter"	"Treatment"	"FMT"	"TreatmentFMT"	0.642096674945939	0	0.880450674756396	0.465829287562381	0.705248684911285	0.304146570336353	0.490358756256569	NA	"prevalence"	48	6
"g__Enterococcus_H_360604"	"Treatment"	"FMT"	"TreatmentFMT"	-0.453310004692535	0	0.622702503153789	0.466630708813482	0.705248684911285	0.715517199219191	0.831199026281074	NA	"prevalence"	48	33
"g__Turicibacter"	"Treatment"	"FMT"	"TreatmentFMT"	-1.58605814553406	-0.635531497930442	1.41173504427683	0.476534585348007	0.712124717430167	0.725983959663216	0.831199026281074	NA	"abundance"	48	23
"g__Clostridium_J"	"Treatment"	"FMT"	"TreatmentFMT"	-1.25704354373348	-0.635531497930442	0.973705244004078	0.496459383191461	0.733656644049604	0.28856025052822	0.490358756256569	NA	"abundance"	48	14
"g__Stenotrophomonas_A_615274"	"Treatment"	"FMT"	"TreatmentFMT"	2.30973967680056	-0.635531497930442	3.72975484485708	0.521710673399303	0.762500214968212	0.613665975071833	0.741947605629523	NA	"abundance"	48	4
"o__Lachnospirales Order"	"Treatment"	"FMT"	"TreatmentFMT"	0.48373671041956	0	0.773010668714606	0.531457474638231	0.768302653553094	0.780467901927616	0.880550435198196	NA	"prevalence"	48	8
"g__Clostridioides_A"	"Treatment"	"FMT"	"TreatmentFMT"	0.207268990445266	-0.635531497930442	1.0299321855426	0.543251459634876	0.775137711397542	0.791380770874328	0.880550435198196	NA	"abundance"	48	4
"g__Pandoraea"	"Treatment"	"FMT"	"TreatmentFMT"	1.33779838186886	-0.635531497930442	2.6492732103447	0.547841690762173	0.775137711397542	0.613665975071833	0.741947605629523	NA	"abundance"	48	4
"g__Turicibacter"	"Treatment"	"FMT"	"TreatmentFMT"	0.335357639942041	0	0.574597849004039	0.559463302204741	0.783248623086637	0.725983959663216	0.831199026281074	NA	"prevalence"	48	23
"g__Anaerosporobacter"	"Treatment"	"FMT"	"TreatmentFMT"	-0.499008361101474	0	0.918410323771304	0.58689625624396	0.813095855004653	0.401971858229442	0.572945207151096	NA	"prevalence"	48	5
"g__Enterococcus_H_360604"	"Treatment"	"FMT"	"TreatmentFMT"	-0.181740181526694	-0.635531497930442	0.652964727373697	0.595946636672944	0.81712270801548	0.715517199219191	0.831199026281074	NA	"abundance"	48	33
"f__Coprobacillaceae Family"	"Treatment"	"FMT"	"TreatmentFMT"	0.105984740264024	-0.635531497930442	1.35253402311754	0.633531789207597	0.826139255201351	0.0154664234350074	0.14126049785687	NA	"abundance"	48	16
"g__Granulimonas"	"Treatment"	"FMT"	"TreatmentFMT"	0.575177691927844	-0.635531497930442	2.0386004827772	0.633580481432615	0.826139255201351	0.865736736412846	0.949905585786317	NA	"abundance"	48	4
"g__Lawsonibacter"	"Treatment"	"FMT"	"TreatmentFMT"	-1.09768224686902	-0.635531497930442	1.02902604323713	0.616496770706226	0.826139255201351	0.446963605834191	0.608795256222432	NA	"abundance"	48	12
"f__UBA1242 Family"	"Treatment"	"FMT"	"TreatmentFMT"	0.555894531126244	0	1.15629217775281	0.630689846174559	0.826139255201351	0.443222442131399	0.608795256222432	NA	"prevalence"	48	3
"g__Enterocloster"	"Treatment"	"FMT"	"TreatmentFMT"	0.555894531126245	0	1.15629217775281	0.630689846174559	0.826139255201351	0.188692918434651	0.413098029102986	NA	"prevalence"	48	3
"g__CAG-873"	"Treatment"	"FMT"	"TreatmentFMT"	-1.5024387100565	-0.635531497930442	2.01273352136835	0.642611066035103	0.829779337695812	0.000100300710168352	0.00668433778768162	NA	"abundance"	48	21
"g__Adlercreutzia_A_404257"	"Treatment"	"FMT"	"TreatmentFMT"	0.244903338490943	0	0.607612400987928	0.686905194626619	0.878446066205196	0.901971642848205	0.956821141525689	NA	"prevalence"	48	16
"g__Lepagella"	"Treatment"	"FMT"	"TreatmentFMT"	-0.927245234727799	-0.635531497930442	0.922835600772824	0.697726189904346	0.883786507212171	0.000169223741460294	0.00668433778768162	NA	"abundance"	48	26
"f__Christensenellaceae Family"	"Treatment"	"FMT"	"TreatmentFMT"	0.32149033534017	-0.635531497930442	2.48593133111511	0.737933695256357	0.917244686627061	0.931321251918012	0.956821141525689	NA	"abundance"	48	7
"g__Clostridium_F"	"Treatment"	"FMT"	"TreatmentFMT"	-1.03533479673683	-0.635531497930442	1.32642094948962	0.733774917829869	0.917244686627061	0.367866592064867	0.538175199502305	NA	"abundance"	48	7
"g__COE1"	"Treatment"	"FMT"	"TreatmentFMT"	-0.815847495734319	-0.635531497930442	0.915967521928768	0.796121344534399	0.937027777195354	0.714661649973886	0.831199026281074	NA	"abundance"	48	6
"g__Thomasclavelia"	"Treatment"	"FMT"	"TreatmentFMT"	-0.851655636466835	-0.635531497930442	1.06726362896927	0.791832169037516	0.937027777195354	0.125945533322153	0.369946356874042	NA	"abundance"	48	10
"o__Lachnospirales Order"	"Treatment"	"FMT"	"TreatmentFMT"	-0.403325476201664	-0.635531497930442	0.461726271504075	0.784434923078557	0.937027777195354	0.780467901927616	0.880550435198196	NA	"abundance"	48	8
"f__Christensenellaceae Family"	"Treatment"	"FMT"	"TreatmentFMT"	0.224715530429554	0	0.799902400636459	0.778765097946291	0.937027777195354	0.931321251918012	0.956821141525689	NA	"prevalence"	48	7
"f__Oscillospiraceae_88309 Family"	"Treatment"	"FMT"	"TreatmentFMT"	0.224715530429555	0	0.799902400636459	0.77876509794629	0.937027777195354	0.326849276823829	0.50629593860946	NA	"prevalence"	48	7
"g__Bifidobacterium_388775"	"Treatment"	"FMT"	"TreatmentFMT"	0.163640952615364	0	0.572406336845044	0.77496812025072	0.937027777195354	0.496444669297589	0.650268627919014	NA	"prevalence"	48	24
"f__Peptostreptococcaceae_256921 Family"	"Treatment"	"FMT"	"TreatmentFMT"	-0.17511426494454	-0.635531497930442	1.75910389477732	0.835368119573996	0.957792757787427	0.619854961665171	0.741947605629523	NA	"abundance"	48	8
"g__Alistipes_A_871400"	"Treatment"	"FMT"	"TreatmentFMT"	-0.986619949964903	-0.635531497930442	2.00206696464791	0.833675912844838	0.957792757787427	0.0166574107670095	0.14126049785687	NA	"abundance"	48	12
"g__Lacrimispora"	"Treatment"	"FMT"	"TreatmentFMT"	0.164045967979605	0	0.726157451632676	0.821271700534337	0.957792757787427	0.366454431402744	0.538175199502305	NA	"prevalence"	48	9
"g__Duncaniella"	"Treatment"	"FMT"	"TreatmentFMT"	-0.389909675466895	-0.635531497930442	0.85404644096949	0.851757751444734	0.968237443949996	0.00828319017929417	0.116520081739135	NA	"abundance"	48	30
"g__Romboutsia_B"	"Treatment"	"FMT"	"TreatmentFMT"	-0.383322260267933	-0.635531497930442	0.99884937642688	0.868185357218497	0.978547902627628	0.183930469048654	0.413098029102986	NA	"abundance"	48	14
"g__Adlercreutzia_A_404199"	"Treatment"	"FMT"	"TreatmentFMT"	-0.816978987602418	-0.635531497930442	2.18986030926257	0.907315414080228	0.978901629407051	0.026681724288932	0.16214278606351	NA	"abundance"	48	11
"g__Lachnoclostridium_A_184689"	"Treatment"	"FMT"	"TreatmentFMT"	-0.887719658210383	-0.635531497930442	3.73667017190207	0.934516136635629	0.978901629407051	0.315422220388296	0.498367108213508	NA	"abundance"	48	5
"g__Lientehia"	"Treatment"	"FMT"	"TreatmentFMT"	-0.635531497930442	-0.635531497930442	1.1491685454406	0.949418933161017	0.978901629407051	0.406138374689385	0.572945207151096	NA	"abundance"	48	5
"g__Porcincola"	"Treatment"	"FMT"	"TreatmentFMT"	-0.660166500441582	-0.635531497930442	1.04221276149011	0.923567980842125	0.978901629407051	0.251856049412053	0.462712276826796	NA	"abundance"	48	11
"g__Terrisporobacter"	"Treatment"	"FMT"	"TreatmentFMT"	-0.729032674726078	-0.635531497930442	1.82154584429527	0.927013777781911	0.978901629407051	0.220297531496519	0.414369166386309	NA	"abundance"	48	8
"f__Dehalobacteriaceae Family"	"Treatment"	"FMT"	"TreatmentFMT"	-0.0703052855932953	0	1.29850831713543	0.956821141525689	0.978901629407051	0.956821141525689	0.956821141525689	NA	"prevalence"	48	2
"g__Blautia_A_141780"	"Treatment"	"FMT"	"TreatmentFMT"	-0.0703052855932966	0	1.29850831713543	0.956821141525688	0.978901629407051	0.956821141525688	0.956821141525689	NA	"prevalence"	48	2
"g__Clostridioides_A"	"Treatment"	"FMT"	"TreatmentFMT"	-0.0816271558528895	0	0.989434801071325	0.934250094977922	0.978901629407051	0.791380770874328	0.880550435198196	NA	"prevalence"	48	4
"g__Evtepia"	"Treatment"	"FMT"	"TreatmentFMT"	-0.0703052855932964	0	1.29850831713543	0.956821141525689	0.978901629407051	0.956821141525689	0.956821141525689	NA	"prevalence"	48	2
"g__Granulimonas"	"Treatment"	"FMT"	"TreatmentFMT"	-0.0816271558528885	0	0.989434801071324	0.934250094977922	0.978901629407051	0.865736736412846	0.949905585786317	NA	"prevalence"	48	4
"g__Limosilactobacillus"	"Treatment"	"FMT"	"TreatmentFMT"	-0.0703052855932963	0	1.29850831713543	0.956821141525689	0.978901629407051	0.956821141525689	0.956821141525689	NA	"prevalence"	48	2
"g__Robinsoniella"	"Treatment"	"FMT"	"TreatmentFMT"	-0.0703052855932958	0	1.29850831713543	0.956821141525689	0.978901629407051	0.956821141525689	0.956821141525689	NA	"prevalence"	48	2
"g__Adlercreutzia_A_404257"	"Treatment"	"FMT"	"TreatmentFMT"	-0.571850051517907	-0.635531497930442	0.3502256579037	0.971937887050468	0.986776633417651	0.901971642848205	0.956821141525689	NA	"abundance"	48	16
"g__Eubacterium_G_180878"	"Treatment"	"FMT"	"TreatmentFMT"	-0.539682018476374	-0.635531497930442	0.927832842348237	0.986765250469779	0.987987035227042	0.00777369141016516	0.116520081739135	NA	"abundance"	48	15
"g__Paenibacillus_A"	"Treatment"	"FMT"	"TreatmentFMT"	-0.528657414631346	-0.635531497930442	1.59716228143269	0.987987035227042	0.987987035227042	0.513971951147521	0.654899744204099	NA	"abundance"	48	4
